iShares Russell 3000 ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Jan 31, 2012"
Total Net Assets,"3,253,577,809.24"
Shares Outstanding,"41,750,000.00"
Stock,"99.88"
Bond,"0.00"
Cash,"0.12"
Other,"0.00"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"TETAB","TETON ADVISORS INC CLASS B","Equity","0.00","15.50","32.00","496.00","-","Financial Services","B64SQL4","US88165Y1010","Non-Nms Quotation Service (Nnqs)"
"SEB","SEABOARD CORP","Equity","0.00","1,941.52","72.00","139,789.44","-","Consumer Staples","2786687","US8115431079","Nyse Mkt Llc"
"ISRL","ISRAMCO INC","Equity","0.00","80.00","237.00","18,960.00","-","Energy","2247571","US4651414066","NASDAQ"
"ARDNA","ARDEN GROUP INC CLASS A","Equity","0.00","89.99","251.00","22,587.49","-","Consumer Staples","2047425","US0397621097","NASDAQ"
"CIX","COMPX INTERNATIONAL INC","Equity","0.00","15.19","268.00","4,070.92","-","Materials & Processing","2201908","US20563P1012","Nyse Mkt Llc"
"BH","BIGLARI HOLDINGS INC","Equity","0.00","395.94","282.00","111,655.08","-","Consumer Discretionary","2843430","US08986R1014","New York Stock Exchange Inc."
"VALU","VALUE LINE INC","Equity","0.00","11.22","298.00","3,343.56","-","Financial Services","2926751","US9204371002","NASDAQ"
"ATRI","ATRION CORP","Equity","0.00","244.39","362.00","88,469.18","-","Health Care","2012735","US0499041053","NASDAQ"
"OSHWQ","ORCHARD SUPPLY HARDWARE STORES COR","Equity","0.00","18.03","394.00","7,103.82","-","Consumer Discretionary","B7FNL98","US6856914048","Non-Nms Quotation Service (Nnqs)"
"NRCI","NATIONAL RESEARCH CORP.","Equity","0.00","39.37","404.00","15,905.48","-","Health Care","2114073","US6373721033","NASDAQ"
"CFNB","CALIFORNIA FIRST NATIONAL BANCORP","Equity","0.00","15.93","442.00","7,041.06","-","Financial Services","2031439","US1302221023","NASDAQ"
"ALX","ALEXANDERS REIT INC","Equity","0.01","388.00","451.00","174,988.00","-","Financial Services","2014021","US0147521092","New York Stock Exchange Inc."
"NWLI","NATIONAL WESTERN LIFE INSURANCE CO","Equity","0.00","144.46","480.00","69,340.80","-","Financial Services","2627764","US6385221022","NASDAQ"
"WINA","WINMARK CORP","Equity","0.00","68.67","492.00","33,785.64","-","Consumer Discretionary","2391092","US9742501029","NASDAQ"
"PLPC","PREFORMED LINE PRODUCTS","Equity","0.00","64.62","532.00","34,377.84","-","Producer Durables","2798466","US7404441047","NASDAQ"
"GRIF","GRIFFIN INDUSTRIAL REALTY INC","Equity","0.00","26.69","545.00","14,546.05","-","Financial Services","2023931","US3982311009","NASDAQ"
"DHIL","DIAMOND HILL INVESTMENT GROUP INC","Equity","0.00","76.41","560.00","42,789.60","-","Financial Services","2801137","US25264R2076","NASDAQ"
"USLM","UNITED STATES LIME AND MINERALS IN","Equity","0.00","62.28","568.00","35,375.04","-","Materials & Processing","2724115","US9119221029","NASDAQ"
"OFLX","OMEGA FLEX INC","Equity","0.00","16.01","602.00","9,638.02","-","Materials & Processing","B0FPH75","US6820951043","NASDAQ"
"VIAS","VIASYSTEMS GROUP INC.","Equity","0.00","16.99","624.00","10,601.76","-","Technology","B62FJ41","US92553H8034","NASDAQ"
"CSWC","CAPITAL SOUTHWEST CORP","Equity","0.00","88.74","641.00","56,882.34","-","Financial Services","2174583","US1405011073","NASDAQ"
"CNBKA","CENTURY BANCORP INC CLASS A","Equity","0.00","28.38","755.00","21,426.90","-","Financial Services","2185563","US1564321065","NASDAQ"
"LAWS","LAWSON PRODUCTS INC","Equity","0.00","16.79","765.00","12,844.35","-","Materials & Processing","2508126","US5207761058","NASDAQ"
"ALCO","ALICO INC","Equity","0.00","23.14","785.00","18,164.90","-","Consumer Staples","2016425","US0162301040","NASDAQ"
"SGA","SAGA COMMUNICATIONS INC CLASS A","Equity","0.00","41.25","790.00","32,587.50","-","Consumer Discretionary","2767013","US7865983008","Nyse Mkt Llc"
"DDMGQ","DIGITAL DOMAIN MEDIA GROUP INC","Equity","0.00","5.93","814.00","4,827.02","-","Consumer Discretionary","B4W7C88","US25386U1043","Non-Nms Quotation Service (Nnqs)"
"PWOD","PENNS WOODS BANCORP INC","Equity","0.00","39.59","841.00","33,295.19","-","Financial Services","2552866","US7084301032","NASDAQ"
"PLUS","EPLUS","Equity","0.00","28.52","845.00","24,099.40","-","Technology","2597748","US2942681071","NASDAQ"
"PCBC","PACIFIC CAPITAL BANCORP","Equity","0.00","27.90","903.00","25,193.70","-","Financial Services","2775793","US69404P2002","NASDAQ"
"Z","ZILLOW INC CLASS A","Equity","0.00","29.49","904.00","26,658.96","-","Financial Services","B4KF820","US98954A1079","NASDAQ"
"VSEC","VSE CORP","Equity","0.00","26.21","907.00","23,772.47","-","Producer Durables","2926773","US9182841000","NASDAQ"
"CTO","CONSOLIDATED TOMOKA LAND","Equity","0.00","28.60","920.00","26,312.00","-","Financial Services","2218704","US2102261060","Nyse Mkt Llc"
"KCLI","KANSAS CITY LIFE INSURANCE CO.","Equity","0.00","32.36","939.00","30,386.04","-","Financial Services","2483977","US4848361014","NASDAQ"
"AEPI","AEP INDUSTRIES INC.","Equity","0.00","33.04","947.00","31,288.88","-","Materials & Processing","2001391","US0010311035","NASDAQ"
"OYOG","OYO GEOSPACE CORP.","Equity","0.00","88.01","953.00","83,873.53","-","Energy","2158457","US6710741025","NASDAQ"
"GKNT","GEEKNET INC.","Equity","0.00","17.39","962.00","16,729.18","-","Consumer Discretionary","2528232","US36846Q2030","NASDAQ"
