iShares Russell 3000 ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Jun 30, 2015"
Total Net Assets,"6,239,929,577.10"
Shares Outstanding,"50,300,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"AAPL","APPLE INC","Equity","3.15","125.43","1,566,271.00","196,449,540.17","196,449,540.17","Information Technology","2046251","US0378331005","NASDAQ"
"MSFT","MICROSOFT CORP","Equity","1.56","44.15","2,199,340.00","97,100,861.00","97,100,861.00","Information Technology","2588173","US5949181045","NASDAQ"
"XOM","EXXON MOBIL CORP","Equity","1.52","83.20","1,136,732.00","94,576,102.40","94,576,102.40","Energy","2326618","US30231G1022","New York Stock Exchange Inc."
"JNJ","JOHNSON & JOHNSON","Equity","1.18","97.46","753,917.00","73,476,750.82","73,476,750.82","Health Care","2475833","US4781601046","New York Stock Exchange Inc."
"GE","GENERAL ELECTRIC","Equity","1.17","26.57","2,739,097.00","72,777,807.29","72,777,807.29","Industrials","2380498","US3696041033","New York Stock Exchange Inc."
"WFC","WELLS FARGO","Equity","1.14","56.24","1,266,617.00","71,234,540.08","71,234,540.08","Financials","2649100","US9497461015","New York Stock Exchange Inc."
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Equity","1.10","136.11","505,597.00","68,816,807.67","68,816,807.67","Financials","2073390","US0846707026","New York Stock Exchange Inc."
"JPM","JPMORGAN CHASE & CO","Equity","1.10","67.76","1,008,946.00","68,366,180.96","68,366,180.96","Financials","2190385","US46625H1005","New York Stock Exchange Inc."
"PG","PROCTER & GAMBLE","Equity","0.92","78.24","737,592.00","57,709,198.08","57,709,198.08","Consumer Staples","2704407","US7427181091","New York Stock Exchange Inc."
"PFE","PFIZER INC","Equity","0.90","33.53","1,674,107.00","56,132,807.71","56,132,807.71","Health Care","2684703","US7170811035","New York Stock Exchange Inc."
"DIS","WALT DISNEY","Equity","0.84","114.14","461,304.00","52,653,238.56","52,653,238.56","Consumer Discretionary","2270726","US2546871060","New York Stock Exchange Inc."
"VZ","VERIZON COMMUNICATIONS INC","Equity","0.83","46.61","1,108,832.00","51,682,659.52","51,682,659.52","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc."
"FB","FACEBOOK CLASS A INC","Equity","0.81","85.77","588,264.00","50,452,461.96","50,452,461.96","Information Technology","B7TL820","US30303M1027","NASDAQ"
"T","AT&T INC","Equity","0.80","35.52","1,411,839.00","50,148,521.28","50,148,521.28","Telecommunications","2831811","US00206R1023","New York Stock Exchange Inc."
"CVX","CHEVRON CORP","Equity","0.79","96.47","511,252.00","49,320,480.44","49,320,480.44","Energy","2838555","US1667641005","New York Stock Exchange Inc."
"BAC","BANK OF AMERICA CORP","Equity","0.78","17.02","2,855,242.00","48,596,218.84","48,596,218.84","Financials","2295677","US0605051046","New York Stock Exchange Inc."
